time,total energy,kinectic,gravitational
7.77595,2745.85,1156.62,-669.088
7.78151,2745.73,1152.33,-664.833
7.78706,2745.61,1148.11,-660.638
7.79262,2745.49,1143.94,-656.503
7.79818,2751.22,1139.84,-652.426
7.80373,2751.1,1135.79,-648.409
7.80929,2750.98,1131.8,-644.452
7.81484,2750.86,1127.88,-640.554
7.8204,2750.74,1124.01,-636.715
7.82595,2750.62,1120.2,-632.936
7.83151,2750.51,1116.45,-629.216
7.83707,2750.39,1112.76,-625.556
7.84262,2750.27,1109.13,-621.955
7.84818,2750.15,1105.56,-618.413
7.85373,2750.03,1102.05,-614.931
7.85929,2749.91,1098.59,-611.509
7.86484,2749.79,1095.2,-608.145
7.8704,2749.67,1091.87,-604.841
7.87596,2749.56,1088.59,-601.597
7.88151,2749.44,1085.38,-598.412
7.88707,2749.32,1082.22,-595.286
7.89262,2749.2,1079.13,-592.22
7.89818,2749.08,1076.09,-589.213
7.90373,2748.96,1073.11,-586.265
7.90929,2748.84,1070.2,-583.377
7.91485,2748.72,1067.34,-580.549
7.9204,2748.6,1064.54,-577.779
7.92596,2748.49,1061.8,-575.07
7.93151,2748.37,1059.12,-572.419
7.93707,2748.25,1056.5,-569.828
7.94262,2751.76,1053.94,-567.297
7.94818,2751.64,1051.43,-564.825
7.95373,2751.52,1048.99,-562.412
7.95929,2751.4,1046.61,-560.059
7.96485,2751.29,1044.29,-557.765
7.9704,2751.17,1042.02,-555.53
7.97596,2751.05,1039.82,-553.355
7.98151,2750.93,1037.67,-551.239
7.98707,2750.81,1035.59,-549.183
7.99262,2750.69,1143.01,-544.883
7.99818,2750.57,1138.92,-540.82
8.00374,2750.45,1134.88,-536.817
8.00929,2750.34,1130.91,-532.873
8.01485,2750.22,1126.99,-528.988
8.0204,2750.1,1123.14,-525.163
8.02596,2749.98,1119.34,-521.398
8.03152,2749.86,1115.61,-517.691
8.03707,2749.74,1111.93,-514.044
8.04263,2749.62,1108.31,-510.457
8.04818,2749.5,1104.76,-506.929
8.05374,2749.39,1101.26,-503.46
8.0593,2749.27,1097.82,-500.051
8.06485,2749.15,1094.44,-496.701
8.07041,2749.03,1091.12,-493.411
8.07596,2748.91,1087.86,-490.18
8.08152,2748.79,1084.66,-487.008
8.08708,2748.67,1081.52,-483.896
8.09263,2748.55,1078.43,-480.843
8.09819,2748.43,1075.41,-477.85
8.10375,2748.32,1072.45,-474.916
8.1093,2748.2,1069.54,-472.041
8.11486,2748.08,1066.7,-469.226
8.12041,2747.96,1063.91,-466.47
8.12597,2747.84,1061.19,-463.774
8.13153,2747.72,1058.52,-461.137
8.13708,2747.6,1055.91,-458.559
8.14264,2747.48,1053.36,-456.041
8.14819,2747.37,1050.88,-453.583
8.15375,2747.25,1048.45,-451.183
8.15931,2747.13,1046.08,-448.843
8.16486,2747.01,1043.77,-446.563
8.17042,2746.89,1041.52,-444.342
8.17597,2746.77,1039.33,-442.18
8.18153,2746.65,1037.19,-440.078
8.18709,2746.53,1035.12,-438.035
8.19264,2746.41,1033.11,-436.052
8.1982,2746.3,1031.15,-434.128
8.20376,2746.18,1029.26,-432.263
8.20931,2746.06,1027.43,-430.458
8.21487,2745.94,1025.65,-428.712
8.22042,2745.82,1023.93,-427.026
8.22598,2745.7,1022.28,-425.399
8.23154,2745.58,1020.68,-423.832
8.23709,2745.46,1019.14,-422.324
8.24265,2745.34,1017.66,-420.875
8.2482,2745.23,1016.24,-419.486
8.25376,2745.11,1014.88,-418.156
8.25932,2744.99,1013.58,-416.885
8.26487,2744.87,1012.34,-415.674
8.27043,2744.75,1011.16,-414.522
8.27598,2744.63,1010.04,-413.43
8.28154,2744.51,1008.98,-412.397
8.2871,2744.39,1007.97,-411.424
8.29265,2744.28,1007.03,-410.51
8.29821,2744.16,1006.15,-409.655
8.30377,2744.04,1005.32,-408.86
8.30932,2743.92,1004.56,-408.124
8.31488,2743.8,1003.85,-407.448
8.32043,2743.68,1003.2,-406.831
8.32599,2743.56,1002.62,-406.273
8.33155,2743.44,1002.09,-405.775
8.3371,2743.33,1001.62,-405.336
8.34266,2743.21,1001.21,-404.957
8.34821,2743.09,1000.86,-404.637
8.35377,2742.97,1000.57,-404.377
8.35933,2742.85,1000.34,-404.176
8.36488,2742.73,1000.17,-404.034
8.37044,2742.61,1000.06,-403.952
8.37599,2742.49,1000,-403.929
8.38155,2742.37,1000.01,-403.965
8.38711,2742.26,1000.08,-404.061
8.39266,2742.14,1000.2,-404.217
8.39822,2742.02,1000.39,-404.431
8.40378,2741.9,1000.63,-404.705
8.40933,2741.78,1000.94,-405.039
8.41489,2741.66,1001.3,-405.432
8.42044,2741.54,1001.72,-405.884
8.426,2741.42,1002.2,-406.396
8.43156,2741.31,1002.75,-406.967
8.43711,2741.19,1003.35,-407.598
8.44267,2741.07,1004.01,-408.288
8.44822,2740.95,1004.73,-409.038
8.45378,2740.83,1005.51,-409.847
8.45934,2740.71,1006.34,-410.715
8.46489,2743.36,1007.24,-411.643
8.47045,2743.24,1008.2,-412.63
8.476,2743.12,1009.22,-413.676
8.48156,2743,1010.29,-414.782
8.48712,2742.88,1011.43,-415.947
8.49267,2742.76,1012.62,-417.172
8.49823,2742.65,1013.88,-418.456
8.50379,2742.53,1015.19,-419.8
8.50934,2742.41,1016.57,-421.203
8.5149,2742.29,1018,-422.665
8.52045,2742.17,1019.49,-424.187
8.52601,2742.05,1021.04,-425.768
8.53157,2741.93,1022.65,-427.409
8.53712,2741.81,1024.32,-429.109
8.54268,2741.69,1026.05,-430.868
8.54823,2741.58,1027.84,-432.687
8.55379,2741.46,1029.69,-434.565
8.55935,2741.34,1031.6,-436.503
8.5649,2741.22,1033.57,-438.5
8.57046,2741.1,1035.59,-440.557
8.57601,2740.98,1037.68,-442.672
8.58157,2740.86,1039.82,-444.848
8.58713,2740.74,1042.03,-447.082
8.59268,2740.63,1044.29,-449.377
8.59824,2740.51,1046.62,-451.73
8.6038,2740.39,1049,-454.143
8.60935,2740.27,1051.44,-456.615
8.61491,2740.15,1053.95,-459.147
8.62046,2740.03,1056.51,-461.738
8.62602,2739.91,1059.13,-464.389
8.63158,2739.79,1061.81,-467.099
8.63713,2739.67,1064.55,-469.868
8.64269,2739.56,1067.35,-472.697
8.64824,2739.44,1070.21,-475.585
8.6538,2739.32,1073.12,-478.533
8.65936,2739.2,1076.1,-481.54
8.66491,2739.08,1079.14,-484.607
8.67047,2738.96,1082.23,-487.732
8.67602,2738.84,1085.39,-490.918
8.68158,2738.72,1088.6,-494.162
8.68714,2738.6,1091.88,-497.467
8.69269,2738.49,1095.21,-500.83
8.69825,2738.37,1098.61,-504.253
8.7038,2738.25,1102.06,-507.735
8.70936,2738.13,1105.57,-511.277
8.71492,2738.01,1109.14,-514.878
8.72047,2737.89,1112.77,-518.539
8.72603,2737.77,1116.46,-522.259
8.73159,2737.65,1120.21,-526.038
8.73714,2737.54,1124.02,-529.877
8.7427,2737.42,1127.89,-533.775
8.74825,2737.3,1131.82,-537.733
8.75381,2737.18,1135.81,-541.75
8.75937,2737.06,1139.85,-545.826
8.76492,2736.94,1143.96,-549.962
8.77048,2736.82,1148.12,-554.157
8.77603,2736.7,1152.35,-558.412
8.78159,2736.59,1156.63,-562.726
8.78715,2736.47,1160.98,-567.1
8.7927,2736.35,1165.38,-571.533
8.79826,2736.23,1169.84,-576.025
8.80381,2736.11,1174.37,-580.577
8.80937,2735.99,1178.95,-585.188
8.81493,2735.87,1183.59,-589.859
8.82048,2735.75,1188.29,-594.589
8.82604,2735.63,1193.05,-599.378
8.8316,2735.52,1197.87,-604.227
8.83715,2738.83,1202.74,-609.135
8.84271,2738.71,1207.68,-614.102
8.84826,2738.59,1212.68,-619.129
8.85382,2738.48,1217.74,-624.216
8.85938,2738.36,1222.85,-629.362
8.86493,2738.24,1228.03,-634.567
8.87049,2738.12,1233.26,-639.831
8.87604,2738,1238.56,-645.155
8.8816,2737.88,1243.91,-650.539
8.88716,2737.76,1249.32,-655.982
8.89271,2737.64,1254.8,-661.484
8.89827,2737.52,1260.33,-667.046
8.90382,2737.41,1265.92,-672.667
8.90938,2737.29,1271.57,-678.347
8.91494,2737.17,1277.28,-684.087
8.92049,2740.24,1283.05,-686.7
8.92605,2740.12,1277.28,-680.96
8.93161,2740,1271.57,-675.28
8.93717,2739.88,1265.92,-669.653
8.94272,2739.76,1260.32,-664.092
8.94828,2739.64,1254.79,-658.589
8.95383,2739.52,1249.32,-653.147
8.95939,2739.4,1243.91,-647.763
8.96495,2739.29,1238.55,-642.439
8.9705,2739.17,1233.26,-637.175
8.97606,2739.05,1228.02,-631.969
8.98162,2738.93,1222.85,-626.824
8.98717,2738.81,1217.73,-621.737
8.99273,2738.69,1212.68,-616.71
8.99828,2738.57,1207.68,-611.743
9.00384,2738.45,1202.74,-606.835
9.0094,2738.34,1197.86,-601.986
9.01495,2738.22,1193.04,-597.197
9.02051,2738.76,1188.28,-592.467
9.02606,2738.64,1183.58,-587.796
9.03162,2738.53,1277.26,-593.849
9.03718,2738.41,1283.03,-599.649
9.04273,2738.29,1288.86,-605.507
9.04829,2738.17,1294.75,-611.425
9.05384,2738.05,1300.69,-617.402
9.0594,2737.93,1306.7,-623.439
9.06496,2737.81,1312.77,-629.535
9.07051,2737.69,1318.89,-635.691
9.07607,2737.58,1325.08,-641.906
9.08162,2737.46,1331.32,-648.181
9.08718,2737.34,1337.63,-654.514
9.09274,2737.22,1343.99,-660.908
9.09829,2737.1,1350.41,-667.361
9.10385,2736.98,1356.9,-673.873
9.10941,2736.86,1363.44,-680.444
9.11496,2737.12,1370.04,-686.7
9.12052,2737,1363.44,-680.128
9.12607,2736.88,1356.9,-673.616
9.13163,2736.76,1350.41,-667.164
9.13719,2736.64,1343.99,-660.77
9.14274,2736.52,1337.63,-654.437
9.1483,2736.41,1331.32,-648.162
9.15385,2736.29,1325.08,-641.947
9.15941,2736.17,1318.89,-635.792
9.16497,2736.05,1312.77,-629.695
9.17052,2735.93,1306.7,-623.659
9.17608,2735.81,1300.69,-617.681
9.18163,2735.69,1294.75,-611.763
9.18719,2735.57,1288.86,-605.905
9.19275,2735.45,1283.03,-600.105
9.1983,2735.34,1277.26,-594.366
9.20386,2735.22,1271.55,-588.685
9.20942,2735.1,1265.9,-583.065
9.21497,2734.98,1260.31,-577.503
9.22053,2734.86,1254.78,-572.001
9.22608,2734.74,1249.3,-566.558
9.23164,2734.62,1243.89,-561.175
9.2372,2734.5,1238.54,-555.851
9.24275,2734.39,1233.24,-550.587
9.24831,2734.27,1228.01,-545.382
9.25386,2734.15,1222.83,-540.236
9.25942,2734.03,1217.72,-535.15
9.26498,2733.91,1212.66,-530.123
9.27053,2733.79,1207.66,-525.156
9.27609,2733.67,1202.73,-520.248
9.28164,2733.55,1197.85,-515.399
9.2872,2733.43,1193.03,-510.61
9.29276,2733.32,1188.27,-505.881
9.29831,2733.2,1183.57,-501.21
9.30387,2733.08,1178.93,-496.599
9.30943,2732.96,1174.35,-492.048
9.31498,2732.84,1169.83,-487.556
9.32054,2732.72,1165.36,-483.123
9.32609,2732.6,1160.96,-478.75
9.33165,2732.48,1156.62,-474.436
9.33721,2732.36,1152.33,-470.181
9.34276,2732.25,1148.11,-465.986
9.34832,2732.13,1143.94,-461.851
9.35387,2732.01,1139.84,-457.775
9.35943,2731.89,1135.79,-453.758
9.36499,2731.77,1131.8,-449.8
9.37054,2731.65,1127.88,-445.902
9.3761,2731.53,1124.01,-442.064
9.38165,2731.41,1120.2,-438.285
9.38721,2731.3,1116.45,-434.565
9.39277,2731.18,1112.76,-430.905
9.39832,2731.06,1109.13,-427.304
9.40388,2730.94,1105.56,-423.762
9.40944,2730.82,1102.05,-420.28
9.41499,2730.7,1098.59,-416.857
9.42055,2730.58,1095.2,-413.494
9.4261,2730.46,1091.87,-410.19
9.43166,2730.35,1088.59,-406.945
9.43722,2730.23,1000.63,-407.014
9.44277,2730.11,1000.39,-406.799
9.44833,2729.99,1000.2,-406.644
9.45388,2729.87,1000.08,-406.548
9.45944,2729.75,1000.01,-406.512
9.465,2729.63,1000,-406.535
9.47055,2729.51,1000.06,-406.617
9.47611,2729.4,1000.17,-406.759
9.48166,2729.28,1000.34,-406.96
9.48722,2729.16,1000.57,-407.221
9.49278,2729.04,1000.86,-407.541
9.49833,2728.92,1001.21,-407.92
9.50389,2728.8,1001.62,-408.359
9.50945,2728.68,1002.09,-408.857
9.515,2728.56,1002.62,-409.415
9.52056,2728.44,1003.2,-410.032
9.52611,2728.33,1003.85,-410.708
9.53167,2728.21,1004.56,-411.444
9.53723,2728.09,1005.32,-412.239
9.54278,2727.97,1006.15,-413.094
9.54834,2727.85,1007.03,-414.008
9.55389,2727.73,1007.98,-414.982
9.55945,2727.61,1008.98,-416.015
9.56501,2727.49,1010.04,-417.107
9.57056,2729.65,1011.16,-418.259
9.57612,2729.54,1012.35,-419.47
9.58167,2729.42,1013.59,-420.74
9.58723,2729.3,1014.89,-422.07
9.59279,2729.18,1016.25,-423.46
9.59834,2729.06,1017.67,-424.909
9.6039,2728.94,1019.14,-426.417
9.60946,2728.82,1020.68,-427.984
9.61501,2728.7,1022.28,-429.611
9.62057,2728.59,1023.94,-431.298
9.62612,2728.47,1025.65,-433.044
9.63168,2728.35,1027.43,-434.849
9.63724,2728.23,1029.26,-436.714
9.64279,2728.11,1031.16,-438.638
9.64835,2727.99,1033.11,-440.621
9.6539,2727.87,1035.12,-442.664
9.65946,2727.75,1037.2,-444.766
9.66502,2727.63,1039.33,-446.928
9.67057,2727.52,1041.52,-449.149
9.67613,2727.4,1043.77,-451.43
9.68168,2727.28,1046.08,-453.77
9.68724,2727.16,1048.45,-456.169
9.6928,2727.04,1050.88,-458.628
9.69835,2726.92,1053.37,-461.146
9.70391,2726.8,1055.92,-463.724
9.70947,2726.68,1058.52,-466.361
9.71502,2726.57,1061.19,-469.057
9.72058,2726.45,1063.92,-471.813
9.72613,2726.33,1066.7,-474.628
9.73169,2726.21,1069.55,-477.503
9.73725,2726.09,1072.45,-480.437
9.7428,2725.97,1075.41,-483.43
9.74836,2725.85,1078.44,-486.483
9.75391,2725.73,1081.52,-489.595
9.75947,2725.61,1084.66,-492.767
9.76503,2725.5,1087.86,-495.998
9.77058,2725.38,1091.12,-499.289
9.77614,2725.26,1094.44,-502.638
9.78169,2725.14,1097.82,-506.048
9.78725,2725.02,1101.26,-509.517
9.79281,2724.9,1104.76,-513.045
9.79836,2724.78,1108.32,-516.632
9.80392,2724.66,1111.94,-520.279
9.80947,2724.55,1115.61,-523.986
9.81503,2724.43,1119.35,-527.751
9.82059,2724.31,1123.15,-531.576
9.82614,2724.19,1127,-535.461
9.8317,2724.07,1130.91,-539.405
9.83726,2723.95,1134.89,-543.409
9.84281,2723.83,1138.92,-547.471
9.84837,2723.71,1143.01,-551.594
9.85392,2723.59,1147.17,-555.775
9.85948,2723.48,1151.38,-560.016
9.86504,2723.36,1155.65,-564.317
9.87059,2723.24,1159.98,-568.677
9.87615,2723.12,1164.37,-573.096
9.8817,2723,1168.82,-577.575
9.88726,2722.88,1173.32,-582.113
9.89282,2722.76,1177.89,-586.71
9.89837,2722.64,1182.52,-591.367
9.90393,2722.53,1187.21,-596.083
9.90948,2722.41,1191.95,-600.859
9.91504,2722.29,1196.76,-605.695
9.9206,2722.17,1201.62,-610.589
9.92615,2722.05,1206.55,-615.543
9.93171,2721.93,1211.53,-620.556
9.93727,2721.81,1216.57,-625.629
9.94282,2721.69,1221.68,-630.762
9.94838,2721.58,1226.84,-635.953
9.95393,2721.46,1232.06,-641.204
9.95949,2721.34,1237.34,-646.515
9.96505,2721.22,1242.68,-651.885
9.9706,2721.1,1248.08,-657.314
9.97616,2720.98,1253.54,-662.802
9.98171,2720.86,1259.06,-668.351
9.98727,2720.74,1264.64,-673.958
9.99283,2720.62,1270.27,-679.625
9.99838,2720.51,1275.97,-685.351
10.0039,2724.82,1281.73,-686.7
10.0095,2724.71,1275.97,-680.974
10.0151,2724.59,1270.27,-675.307
10.0206,2724.47,1264.64,-669.699
10.0262,2724.35,1259.06,-664.151
10.0317,2724.23,1253.54,-658.662
10.0373,2724.11,1248.08,-653.232
10.0428,2723.99,1242.68,-647.862
10.0484,2723.87,1237.34,-642.552
10.0539,2723.75,1232.06,-637.301
10.0595,2723.64,1226.84,-632.109
10.0651,2723.52,1221.68,-626.977
10.0706,2723.4,1216.57,-621.904
10.0762,2723.28,1211.53,-616.891
10.0817,2723.16,1206.55,-611.937
10.0873,2723.04,1201.62,-607.042
10.0928,2722.92,1196.76,-602.207
10.0984,2722.8,1191.95,-597.431
10.1039,2722.69,1187.21,-592.715
10.1095,2722.57,1182.52,-588.058
10.1151,2723.1,1177.89,-583.46
10.1206,2722.98,1173.32,-578.922
10.1262,2722.86,1168.82,-574.444
10.1317,2722.75,1164.37,-570.024
10.1373,2722.63,1159.98,-565.664
10.1428,2722.51,1155.65,-561.364
10.1484,2722.39,1151.38,-557.123
10.154,2722.27,1147.17,-552.941
10.1595,2722.15,1143.01,-548.819
10.1651,2722.03,1138.92,-544.756
10.1706,2721.91,1134.89,-540.753
10.1762,2721.8,1130.91,-536.809
10.1817,2721.68,1127,-532.924
10.1873,2721.56,1123.14,-529.099
10.1928,2721.44,1119.35,-525.333
10.1984,2721.32,1115.61,-521.626
10.204,2721.2,1211.55,-530.506
10.2095,2721.08,1216.59,-535.579
10.2151,2720.96,1221.69,-540.711
10.2206,2720.84,1226.85,-545.903
10.2262,2720.73,1232.08,-551.154
10.2317,2720.61,1237.36,-556.465
10.2373,2720.49,1242.7,-561.835
10.2429,2720.37,1248.1,-567.264
10.2484,2720.25,1253.56,-572.753
10.254,2720.13,1259.07,-578.302
10.2595,2720.01,1264.65,-583.909
10.2651,2719.89,1270.29,-589.576
10.2706,2719.77,1275.99,-595.303
10.2762,2719.66,1281.74,-601.089
10.2817,2719.54,1287.56,-606.934
10.2873,2719.42,1293.43,-612.839
10.2929,2719.3,1299.37,-618.803
10.2984,2719.18,1305.36,-624.827
10.304,2719.06,1311.42,-630.91
10.3095,2718.94,1317.53,-637.052
10.3151,2718.82,1323.7,-643.254
10.3206,2718.71,1329.93,-649.515
10.3262,2718.59,1336.22,-655.836
10.3317,2718.47,1342.57,-662.216
10.3373,2718.35,1348.98,-668.655
10.3429,2718.23,1355.45,-675.154
10.3484,2718.11,1361.98,-681.712
10.354,2719.62,1368.57,-686.7
10.3595,2719.5,1361.98,-680.142
10.3651,2719.38,1355.45,-673.643
10.3706,2719.27,1348.98,-667.203
10.3762,2719.15,1342.57,-660.823
10.3818,2719.03,1336.22,-654.503
10.3873,2718.91,1329.93,-648.241
10.3929,2718.79,1323.7,-642.04
10.3984,2718.67,1317.53,-635.897
10.404,2718.55,1311.42,-629.814
10.4095,2718.43,1305.36,-623.791
10.4151,2718.32,1299.37,-617.827
10.4206,2718.2,1293.43,-611.922
10.4262,2718.08,1287.56,-606.076
10.4318,2717.96,1281.74,-600.291
10.4373,2717.84,1275.99,-594.564
10.4429,2717.72,1270.29,-588.897
10.4484,2717.6,1264.65,-583.289
10.454,2717.48,1259.07,-577.741
10.4595,2717.36,1253.56,-572.252
10.4651,2717.25,1248.1,-566.823
10.4707,2717.13,1242.7,-561.453
10.4762,2717.01,1237.36,-556.142
10.4818,2716.89,1232.08,-550.891
10.4873,2716.77,1226.85,-545.699
10.4929,2718.65,1221.69,-540.566
10.4984,2718.53,1216.59,-535.493
10.504,2718.41,1211.55,-530.48
10.5095,2718.29,1206.56,-525.526
10.5151,2718.17,1201.64,-520.631
10.5207,2718.05,1196.77,-515.795
10.5262,2717.93,1191.97,-511.019
10.5318,2717.82,1187.22,-506.303
10.5373,2717.7,1182.53,-501.646
10.5429,2717.58,1177.91,-497.048
10.5484,2717.46,1173.34,-492.51
10.554,2717.34,1168.83,-488.031
10.5595,2717.22,1164.38,-483.611
10.5651,2717.1,1159.99,-479.251
10.5707,2716.98,1155.66,-474.95
10.5762,2716.86,1151.39,-470.709
10.5818,2716.75,1147.18,-466.527
10.5873,2716.63,1143.03,-462.405
10.5929,2716.51,1138.93,-458.342
10.5984,2716.39,1134.9,-454.338
10.604,2716.27,1130.93,-450.394
10.6096,2716.15,1127.01,-446.509
10.6151,2716.03,1123.16,-442.684
10.6207,2715.91,1119.36,-438.918
10.6262,2715.8,1115.62,-435.211
10.6318,2715.68,1111.95,-431.564
10.6373,2715.56,1108.33,-427.976
10.6429,2715.44,1104.77,-424.448
10.6484,2715.32,1101.27,-420.979
10.654,2717.44,1011.43,-422.944
10.6596,2717.32,1012.62,-424.169
10.6651,2717.2,1013.88,-425.453
10.6707,2717.08,1015.19,-426.796
10.6762,2716.96,1016.56,-428.199
10.6818,2716.84,1018,-429.661
10.6873,2716.72,1019.49,-431.183
10.6929,2716.6,1021.04,-432.764
10.6985,2716.49,1022.65,-434.405
10.704,2716.37,1024.32,-436.105
10.7096,2716.25,1026.05,-437.864
10.7151,2716.13,1027.84,-439.683
10.7207,2716.01,1029.69,-441.561
10.7262,2715.89,1031.6,-443.499
10.7318,2715.77,1033.56,-445.496
10.7373,2715.65,1035.59,-447.553
10.7429,2715.53,1037.68,-449.668
10.7485,2715.42,1039.82,-451.844
10.754,2715.3,1042.03,-454.078
10.7596,2715.18,1044.29,-456.373
10.7651,2715.06,1046.62,-458.726
10.7707,2714.94,1049,-461.139
10.7762,2714.82,1051.44,-463.611
10.7818,2714.7,1053.94,-466.143
10.7873,2714.58,1056.51,-468.734
10.7929,2714.47,1059.13,-471.385
10.7985,2714.35,1061.81,-474.095
10.804,2714.23,1064.55,-476.864
10.8096,2714.11,1067.35,-479.693
10.8151,2713.99,1070.2,-482.581
10.8207,2713.87,1073.12,-485.529
10.8262,2713.75,1076.1,-488.536
10.8318,2713.63,1079.14,-491.603
10.8374,2713.52,1082.23,-494.728
10.8429,2713.4,1085.39,-497.914
10.8485,2713.28,1088.6,-501.158
10.854,2713.16,1091.88,-504.462
10.8596,2713.04,1095.21,-507.826
10.8651,2712.92,1098.6,-511.249
10.8707,2712.8,1102.06,-514.731
10.8762,2712.68,1105.57,-518.273
10.8818,2712.56,1109.14,-521.874
10.8874,2712.45,1112.77,-525.535
10.8929,2712.33,1116.46,-529.255
10.8985,2712.21,1120.21,-533.034
10.904,2712.09,1124.02,-536.873
10.9096,2711.97,1127.89,-540.771
10.9151,2711.85,1131.82,-544.729
10.9207,2711.73,1135.8,-548.746
10.9263,2711.61,1139.85,-552.822
10.9318,2711.5,1143.96,-556.958
10.9374,2711.38,1148.12,-561.153
10.9429,2711.26,1152.35,-565.408
10.9485,2711.14,1156.63,-569.722
10.954,2711.02,1160.98,-574.096
10.9596,2710.9,1165.38,-578.529
10.9651,2710.78,1169.84,-583.021
10.9707,2710.66,1174.36,-587.573
10.9763,2710.54,1178.95,-592.184
10.9818,2710.43,1183.59,-596.854
10.9874,2710.31,1188.29,-601.584
10.9929,2710.19,1193.05,-606.374
10.9985,2710.07,1197.86,-611.222
11.004,2709.95,1202.74,-616.131
11.0096,2709.83,1207.68,-621.098
11.0152,2709.71,1212.68,-626.125
11.0207,2709.59,1217.74,-631.212
11.0263,2709.48,1222.85,-636.358
11.0318,2709.36,1228.03,-641.563
11.0374,2709.24,1233.26,-646.828
11.0429,2709.12,1238.56,-652.152
11.0485,2709,1243.91,-657.535
11.054,2708.88,1249.32,-662.978
11.0596,2708.76,1254.8,-668.481
11.0652,2708.64,1260.33,-674.042
11.0707,2708.52,1265.92,-679.663
11.0763,2708.41,1271.57,-685.344
11.0818,2712.67,1277.28,-686.7
11.0874,2712.55,1271.57,-681.019
11.0929,2712.43,1265.92,-675.398
11.0985,2712.31,1260.33,-669.837
11.104,2712.2,1254.8,-664.334
11.1096,2712.08,1249.32,-658.891
11.1152,2711.96,1243.91,-653.508
11.1207,2711.84,1238.56,-648.184
11.1263,2711.72,1233.26,-642.914
11.1318,2711.6,1228.02,-637.709
11.1374,2711.48,1222.85,-632.563
11.1429,2711.36,1217.73,-627.476
11.1485,2711.24,1212.67,-622.449
11.1541,2711.13,1207.68,-617.482
11.1596,2711.01,1202.74,-612.574
11.1652,2710.89,1197.86,-607.725
11.1707,2710.77,1193.04,-602.936
11.1763,2710.65,1188.28,-598.206
11.1818,2710.53,1183.58,-593.535
11.1874,2711.06,1178.94,-588.924
11.193,2710.94,1174.36,-584.372
11.1985,2710.82,1169.84,-579.88
11.2041,2710.7,1165.37,-575.447
11.2096,2710.58,1160.97,-571.074
11.2152,2710.46,1156.63,-566.76
11.2207,2710.34,1152.34,-562.505
11.2263,2710.23,1148.12,-558.31
11.2318,2710.11,1143.95,-554.174
11.2374,2709.99,1139.85,-550.097
11.243,2709.87,1135.8,-546.08
11.2485,2709.75,1131.81,-542.123
11.2541,2709.63,1127.88,-538.225
11.2596,2709.51,1124.02,-534.386
11.2652,2709.39,1120.21,-530.607
11.2707,2709.27,1116.46,-526.887
11.2763,2709.16,1112.77,-523.226
11.2818,2709.04,1109.14,-519.625
11.2874,2708.92,1105.56,-516.083
11.293,2708.8,1102.05,-512.601
11.2985,2708.68,1098.6,-509.178
11.3041,2708.56,1095.21,-505.815
11.3096,2708.44,1091.87,-502.511
11.3152,2708.32,1088.6,-499.266
11.3207,2708.21,1085.38,-496.081
11.3263,2708.09,1082.23,-492.955
11.3319,2707.97,1079.13,-489.889
11.3374,2707.85,1076.1,-486.882
11.343,2707.73,1073.12,-483.934
11.3485,2707.61,1070.2,-481.046
11.3541,2707.49,1067.34,-478.217
11.3596,2707.37,1064.54,-475.448
11.3652,2707.25,1061.8,-472.738
11.3707,2707.14,1059.12,-470.088
11.3763,2707.02,1056.5,-467.496
11.3819,2706.9,1053.94,-464.965
11.3874,2706.78,1051.44,-462.493
11.393,2706.66,1049,-460.08
11.3985,2706.54,1046.61,-457.726
11.4041,2706.42,1044.29,-455.432
11.4096,2706.3,1042.03,-453.198
11.4152,2706.19,1039.82,-451.022
11.4208,2706.07,1037.68,-448.907
11.4263,2705.95,1035.59,-446.85
11.4319,2705.83,1033.56,-444.853
11.4374,2705.71,1031.6,-442.916
11.443,2705.59,1029.69,-441.037
11.4485,2705.47,1027.84,-439.219
11.4541,2705.35,1026.05,-437.459
11.4596,2705.23,1024.32,-435.759
11.4652,2705.12,1022.65,-434.119
11.4708,2705,1021.04,-432.538
11.4763,2704.88,1019.49,-431.016
11.4819,2704.76,1018,-429.554
11.4874,2704.64,1016.56,-428.151
11.493,2704.52,1015.19,-426.807
11.4985,2704.4,1013.88,-425.523
11.5041,2704.28,1012.62,-424.299
11.5096,2704.17,1011.43,-423.134
11.5152,2704.05,1010.29,-422.028
11.5208,2703.93,1009.22,-420.981
11.5263,2703.81,1008.2,-419.994
11.5319,2703.69,1007.24,-419.067
11.5374,2703.57,1006.34,-418.199
11.543,2703.45,1005.5,-417.39
11.5485,2703.33,1004.73,-416.64
11.5541,2703.22,1004.01,-415.95
11.5597,2703.1,1003.35,-415.32
11.5652,2702.98,1002.75,-414.749
11.5708,2702.86,1002.2,-414.237
11.5763,2702.74,1001.72,-413.785
11.5819,2702.62,1001.3,-413.392
11.5874,2702.5,1000.94,-413.059
11.593,2702.38,1000.63,-412.784
11.5985,2702.26,1000.39,-412.57
11.6041,2702.15,1000.2,-412.414
11.6097,2702.03,1000.08,-412.319
11.6152,2701.91,1000.01,-412.282
11.6208,2701.79,1000,-412.305
11.6263,2701.67,1000.06,-412.388
11.6319,2701.55,1000.17,-412.529
11.6374,2701.43,1000.34,-412.731
11.643,2701.31,1000.57,-412.991
11.6486,2701.19,1000.86,-413.311
11.6541,2701.08,1001.21,-413.691
11.6597,2700.96,1001.62,-414.13
11.6652,2700.84,1002.09,-414.628
11.6708,2703.14,1002.62,-415.186
