time,total energy,kinectic,gravitational
3.8814,2788.82,1281.73,-675.069
3.88695,2788.7,1275.98,-669.343
3.89251,2788.58,1270.28,-663.676
3.89807,2788.46,1264.64,-658.068
3.90362,2788.34,1259.06,-652.52
3.90918,2788.22,1253.54,-647.031
3.91473,2788.1,1248.09,-641.602
3.92029,2787.99,1242.69,-636.232
3.92584,2787.87,1237.35,-630.921
3.9314,2787.75,1232.07,-625.67
3.93696,2787.63,1226.84,-620.478
3.94251,2787.51,1221.68,-615.346
3.94807,2787.39,1216.58,-610.273
3.95362,2787.27,1211.54,-605.26
3.95918,2790.09,1206.55,-600.305
3.96474,2789.97,1201.63,-595.411
3.97029,2789.85,1196.76,-590.576
3.97585,2789.74,1191.96,-585.8
3.9814,2789.62,1187.21,-581.083
3.98696,2789.5,1182.52,-576.426
3.99252,2789.38,1177.9,-571.829
3.99807,2789.26,1173.33,-567.291
4.00363,2789.14,1168.82,-562.812
4.00918,2789.02,1164.37,-558.392
4.01474,2788.9,1159.98,-554.032
4.02029,2788.79,1155.65,-549.732
4.02585,2788.67,1151.38,-545.491
4.03141,2788.55,1147.17,-541.309
4.03696,2788.43,1143.02,-537.186
4.04252,2788.31,1138.92,-533.124
4.04807,2788.19,1134.89,-529.12
4.05363,2788.07,1130.92,-525.176
4.05918,2787.95,1127,-521.291
4.06474,2787.83,1123.15,-517.466
4.0703,2788.46,1119.35,-513.7
4.07585,2788.34,1115.62,-509.994
4.08141,2788.22,1111.94,-506.347
4.08696,2788.1,1108.32,-502.759
4.09252,2787.98,1104.76,-499.231
4.09807,2787.86,1101.27,-495.762
4.10363,2787.74,1097.83,-492.353
4.10918,2787.62,1094.45,-489.003
4.11474,2787.51,1091.13,-485.712
4.1203,2787.39,1087.87,-482.481
4.12585,2787.27,1084.66,-479.309
4.13141,2787.15,1081.52,-476.197
4.13696,2787.03,1078.44,-473.144
4.14252,2786.91,1075.42,-470.151
4.14807,2786.79,1072.45,-467.216
4.15363,2786.67,1069.55,-464.342
4.15919,2786.56,1066.7,-461.526
4.16474,2786.44,1063.92,-458.77
4.1703,2786.32,1061.19,-456.074
4.17585,2786.2,1058.52,-453.437
4.18141,2786.08,1055.92,-450.859
4.18697,2785.96,1053.37,-448.34
4.19252,2785.84,1050.88,-445.881
4.19808,2785.72,1048.45,-443.481
4.20364,2785.6,1046.08,-441.141
4.20919,2785.49,1043.77,-438.861
4.21475,2785.37,1041.52,-436.639
4.2203,2785.25,1039.33,-434.478
4.22586,2785.13,1037.2,-432.375
4.23142,2785.01,1035.12,-430.333
4.23697,2784.89,1033.11,-428.349
4.24253,2784.77,1031.16,-426.425
4.24808,2784.65,1029.26,-424.56
4.25364,2784.53,1027.43,-422.755
4.25919,2784.42,1025.65,-421.009
4.26475,2784.3,1023.94,-419.323
4.27031,2784.18,1022.28,-417.696
4.27586,2784.06,1020.68,-416.128
4.28142,2783.94,1019.14,-414.62
4.28697,2783.82,1017.67,-413.171
4.29253,2783.7,1016.25,-411.782
4.29808,2783.58,1014.89,-410.452
4.30364,2783.47,1013.59,-409.181
4.3092,2783.35,1012.35,-407.97
4.31475,2783.23,1011.16,-406.818
4.32031,2783.11,1010.04,-405.726
4.32586,2782.99,1008.98,-404.693
4.33142,2782.87,1007.98,-403.72
4.33697,2782.75,1007.03,-402.806
4.34253,2782.63,1006.15,-401.951
4.34808,2782.52,1005.32,-401.156
4.35364,2782.4,1004.56,-400.42
4.3592,2782.28,1003.85,-399.743
4.36475,2782.16,1003.2,-399.126
4.37031,2782.04,1002.62,-398.569
4.37586,2781.92,1002.09,-398.07
4.38142,2781.8,1001.62,-397.632
4.38697,2781.68,1001.21,-397.252
4.39253,2781.56,1000.86,-396.932
4.39809,2781.45,1000.57,-396.672
4.40364,2781.33,1000.34,-396.47
4.4092,2781.21,1000.17,-396.329
4.41475,2781.09,1000.06,-396.246
4.42031,2780.97,1000,-396.223
4.42586,2780.85,1000.01,-396.26
4.43142,2780.73,1000.08,-396.356
4.43698,2780.61,1000.2,-396.511
4.44253,2780.5,1000.39,-396.726
4.44809,2780.38,1000.63,-397
4.45364,2780.26,1000.94,-397.333
4.4592,2780.14,1001.3,-397.726
4.46475,2780.02,1001.72,-398.179
4.47031,2779.9,1002.2,-398.691
4.47587,2779.78,1002.75,-399.262
4.48142,2779.66,1003.35,-399.892
4.48698,2779.54,1004.01,-400.582
4.49253,2779.43,1004.73,-401.332
4.49809,2779.31,1005.51,-402.141
4.50364,2779.19,1006.34,-403.009
4.5092,2779.07,1007.24,-403.937
4.51476,2778.95,1008.2,-404.924
4.52031,2778.83,1009.22,-405.971
4.52587,2778.71,1010.29,-407.077
4.53143,2778.59,1011.43,-408.242
4.53698,2778.48,1012.62,-409.467
4.54254,2778.36,1013.88,-410.751
4.54809,2778.24,1015.19,-412.094
4.55365,2778.12,1016.57,-413.497
4.5592,2778,1018,-414.96
4.56476,2777.88,1019.49,-416.482
4.57032,2777.76,1021.04,-418.063
4.57587,2777.64,1022.65,-419.703
4.58143,2777.52,1024.32,-421.403
4.58698,2777.41,1026.05,-423.163
4.59254,2777.29,1027.84,-424.982
4.59809,2777.17,1029.69,-426.86
4.60365,2777.05,1031.6,-428.798
4.60921,2776.93,1033.57,-430.795
4.61476,2776.81,1035.59,-432.851
4.62032,2776.69,1037.68,-434.967
4.62587,2776.57,1039.82,-437.142
4.63143,2776.45,1042.03,-439.377
4.63698,2776.34,1044.29,-441.671
4.64254,2776.22,1046.62,-444.025
4.6481,2776.1,1049,-446.438
4.65365,2775.98,1051.44,-448.91
4.65921,2775.86,1053.95,-451.442
4.66476,2775.74,1056.51,-454.033
4.67032,2775.62,1059.13,-456.684
4.67587,2778.01,1061.81,-459.394
4.68143,2777.9,1064.55,-462.163
4.68699,2777.78,1067.35,-464.992
4.69254,2777.66,1070.21,-467.88
4.6981,2777.54,1073.12,-470.828
4.70365,2777.42,1076.1,-473.835
4.70921,2777.3,1079.14,-476.902
4.71476,2777.18,1082.23,-480.028
4.72032,2777.06,1085.39,-483.213
4.72588,2776.94,1088.6,-486.458
4.73143,2776.83,1091.88,-489.762
4.73699,2776.71,1095.21,-493.125
4.74254,2776.59,1098.61,-496.548
4.7481,2776.47,1102.06,-500.031
4.75365,2776.35,1105.57,-503.572
4.75921,2776.23,1109.14,-507.174
4.76477,2776.11,1112.77,-510.834
4.77032,2775.99,1116.46,-514.554
4.77588,2775.88,1120.21,-518.334
4.78143,2775.76,1124.02,-522.172
4.78699,2775.64,1127.89,-526.071
4.79254,2775.52,1131.82,-530.028
4.7981,2775.4,1135.81,-534.046
4.80366,2775.28,1139.85,-538.122
4.80921,2775.16,1143.96,-542.258
4.81477,2775.04,1148.12,-546.453
4.82032,2774.93,1152.35,-550.708
4.82588,2774.81,1156.63,-555.022
4.83143,2774.69,1160.98,-559.396
4.83699,2774.57,1165.38,-563.829
4.84255,2774.45,1169.84,-568.321
4.8481,2774.33,1174.37,-572.873
4.85366,2774.21,1178.95,-577.484
4.85921,2774.09,1183.59,-582.155
4.86477,2773.97,1188.29,-586.885
4.87033,2773.86,1193.05,-591.674
4.87588,2773.74,1197.87,-596.523
4.88144,2773.62,1202.75,-601.431
4.88699,2773.5,1207.68,-606.399
4.89255,2773.38,1212.68,-611.426
4.8981,2773.26,1217.74,-616.512
4.90366,2773.14,1222.85,-621.658
4.90922,2773.02,1228.03,-626.864
4.91477,2772.91,1233.27,-632.128
4.92033,2772.79,1238.56,-637.453
4.92588,2772.67,1243.91,-642.836
4.93144,2772.55,1249.33,-648.279
4.93699,2772.43,1254.8,-653.781
4.94255,2772.31,1260.33,-659.343
4.94811,2772.19,1265.92,-664.964
4.95366,2772.07,1271.57,-670.645
4.95922,2771.95,1277.28,-676.385
4.96477,2771.84,1283.05,-682.184
4.97033,2773.06,1288.88,-686.7
4.97588,2772.94,1283.05,-680.901
4.98144,2778.7,1277.28,-675.161
4.987,2778.58,1271.57,-669.48
4.99255,2778.46,1265.92,-663.859
4.99811,2778.34,1260.33,-658.297
5.00366,2778.22,1254.8,-652.795
5.00922,2778.1,1249.33,-647.352
5.01478,2777.98,1243.91,-641.968
5.02033,2777.86,1238.56,-636.644
5.02589,2777.75,1233.27,-631.379
5.03144,2777.63,1228.03,-626.174
5.037,2777.51,1222.85,-621.028
5.04255,2777.39,1217.74,-615.941
5.04811,2777.27,1212.68,-610.914
5.05367,2777.15,1207.68,-605.947
5.05922,2777.03,1202.75,-601.038
5.06478,2776.91,1197.87,-596.19
5.07033,2776.79,1193.05,-591.4
5.07589,2776.68,1188.29,-586.67
5.08145,2776.56,1183.59,-582
5.087,2776.44,1178.95,-577.388
5.09256,2776.32,1174.37,-572.837
5.09811,2776.2,1169.84,-568.344
5.10367,2776.08,1165.38,-563.911
5.10922,2775.96,1160.98,-559.538
5.11478,2775.84,1156.63,-555.224
5.12033,2775.73,1152.35,-550.969
5.12589,2775.61,1148.13,-546.774
5.13145,2775.49,1143.96,-542.638
5.137,2775.37,1139.85,-538.561
5.14256,2775.25,1135.81,-534.544
5.14811,2775.13,1131.82,-530.587
5.15367,2775.01,1127.89,-526.688
5.15922,2774.89,1124.02,-522.849
5.16478,2774.77,1120.21,-519.07
5.17034,2774.66,1116.46,-515.35
5.17589,2774.54,1112.77,-511.689
5.18145,2774.42,1109.14,-508.088
5.187,2774.3,1105.57,-504.546
5.19256,2774.18,1102.06,-501.064
5.19811,2774.06,1098.61,-497.641
5.20367,2773.94,1095.21,-494.278
5.20922,2773.82,1091.88,-490.973
5.21478,2773.71,1088.6,-487.729
5.22034,2773.59,1085.39,-484.543
5.22589,2773.47,1082.23,-481.418
5.23145,2773.35,1079.14,-478.351
5.237,2773.23,1076.1,-475.344
5.24256,2773.11,1073.12,-472.396
5.24811,2772.99,1070.21,-469.508
5.25367,2772.87,1067.35,-466.679
5.25923,2772.75,1064.55,-463.91
5.26478,2772.64,1061.81,-461.2
5.27034,2772.52,1059.13,-458.549
5.27589,2773.12,1056.51,-455.958
5.28145,2773,1053.95,-453.426
5.287,2772.88,1051.44,-450.954
5.29256,2772.76,1049,-448.541
5.29812,2772.64,1046.62,-446.187
5.30367,2772.52,1044.29,-443.893
5.30923,2772.4,1042.03,-441.658
5.31478,2772.28,1039.82,-439.483
5.32034,2772.17,1037.68,-437.367
5.32589,2772.05,1035.59,-435.311
5.33145,2771.93,1033.57,-433.314
5.337,2771.81,1031.6,-431.376
5.34256,2771.69,1029.69,-429.498
5.34812,2771.57,1027.84,-427.679
5.35367,2771.45,1026.05,-425.919
5.35923,2771.33,1024.32,-424.219
5.36478,2771.21,1022.65,-422.579
5.37034,2771.1,1021.04,-420.998
5.37589,2770.98,1019.49,-419.476
5.38145,2770.86,1018,-418.013
5.38701,2770.74,1016.57,-416.61
5.39256,2770.62,1015.19,-415.267
5.39812,2770.5,1013.88,-413.983
5.40367,2770.38,1012.62,-412.758
5.40923,2770.26,1011.43,-411.593
5.41478,2770.15,1010.29,-410.487
5.42034,2770.03,1009.22,-409.44
5.42589,2769.91,1008.2,-408.453
5.43145,2769.79,1007.24,-407.525
5.43701,2769.67,1006.34,-406.657
5.44256,2769.55,1005.51,-405.848
5.44812,2769.43,1004.73,-405.099
5.45367,2769.31,1004.01,-404.409
5.45923,2769.2,1003.35,-403.778
5.46478,2769.08,1002.75,-403.207
5.47034,2768.96,1002.2,-402.695
5.4759,2768.84,1001.72,-402.242
5.48145,2768.72,1001.3,-401.85
5.48701,2768.6,1000.94,-401.516
5.49256,2768.48,1000.63,-401.242
5.49812,2768.36,1000.39,-401.027
5.50367,2768.24,1000.2,-400.872
5.50923,2768.13,1000.08,-400.776
5.51479,2768.01,1000.01,-400.739
5.52034,2767.89,1000,-400.762
5.5259,2767.77,1000.06,-400.844
5.53145,2767.65,1000.17,-400.986
5.53701,2767.53,1000.34,-401.187
5.54256,2767.41,1000.57,-401.448
5.54812,2767.29,1000.86,-401.768
5.55368,2767.17,1001.21,-402.147
5.55923,2767.06,1001.62,-402.586
5.56479,2766.94,1002.09,-403.084
5.57034,2766.82,1002.62,-403.641
5.5759,2766.7,1003.2,-404.258
5.58145,2766.58,1003.85,-404.935
5.58701,2766.46,1004.56,-405.671
5.59257,2766.34,1005.32,-406.466
5.59812,2766.22,1006.15,-407.32
5.60368,2766.11,1007.03,-408.235
5.60923,2765.99,1007.97,-409.208
5.61479,2765.87,1008.98,-410.241
5.62034,2765.75,1010.04,-411.333
5.6259,2765.63,1011.16,-412.485
5.63145,2772.45,1012.34,-413.696
5.63701,2772.33,1013.58,-414.966
5.64257,2772.21,1014.89,-416.296
5.64812,2772.09,1016.24,-417.686
5.65368,2771.98,1017.66,-419.134
5.65923,2771.86,1019.14,-420.642
5.66479,2771.74,1020.68,-422.21
5.67034,2771.62,1022.28,-423.837
5.6759,2771.5,1023.93,-425.523
5.68146,2771.38,1025.65,-427.269
5.68701,2771.26,1027.43,-429.074
5.69257,2771.14,1029.26,-430.939
5.69812,2771.02,1031.15,-432.863
5.70368,2770.91,1033.11,-434.846
5.70923,2770.79,1035.12,-436.889
5.71479,2770.67,1037.19,-438.992
5.72035,2770.55,1039.33,-441.153
5.7259,2770.43,1041.52,-443.374
5.73146,2770.31,1043.77,-445.655
5.73701,2770.19,1046.08,-447.995
5.74257,2770.07,1048.45,-450.394
5.74813,2769.96,1050.88,-452.853
5.75368,2769.84,1053.37,-455.371
5.75924,2769.72,1055.91,-457.948
5.76479,2769.6,1058.52,-460.585
5.77035,2769.48,1061.19,-463.282
5.7759,2769.36,1063.91,-466.038
5.78146,2769.24,1066.7,-468.853
5.78701,2769.12,1069.54,-471.727
5.79257,2769,1072.45,-474.661
5.79813,2768.89,1075.41,-477.655
5.80368,2768.77,1078.43,-480.708
5.80924,2768.65,1081.52,-483.82
5.81479,2768.53,1084.66,-486.992
5.82035,2768.41,1087.86,-490.223
5.82591,2768.29,1091.12,-493.513
5.83146,2768.17,1094.44,-496.863
5.83702,2768.05,1097.82,-500.272
5.84257,2767.94,1101.26,-503.741
5.84813,2767.82,1104.76,-507.269
5.85368,2767.7,1108.32,-510.857
5.85924,2767.58,1111.93,-514.504
5.86479,2767.46,1115.61,-518.21
5.87035,2769.81,1119.35,-521.976
5.87591,2769.69,1123.14,-525.801
5.88146,2769.57,1127,-529.685
5.88702,2769.45,1130.91,-533.629
5.89257,2769.33,1134.88,-537.633
5.89813,2769.21,1138.92,-541.696
5.90369,2769.09,1143.01,-545.818
5.90924,2768.98,1147.16,-550
5.9148,2768.86,1151.37,-554.241
5.92035,2768.74,1155.64,-558.541
5.92591,2768.62,1159.97,-562.901
5.93146,2768.5,1164.36,-567.32
5.93702,2768.38,1168.81,-571.799
5.94257,2768.26,1173.32,-576.337
5.94813,2768.14,1177.89,-580.935
5.95369,2768.02,1182.52,-585.592
5.95924,2767.91,1187.2,-590.308
5.9648,2767.79,1191.95,-595.084
5.97035,2767.67,1196.75,-599.919
5.97591,2767.55,1201.62,-604.813
5.98146,2767.43,1206.54,-609.767
5.98702,2767.31,1211.53,-614.781
5.99258,2767.19,1216.57,-619.853
5.99813,2767.07,1221.67,-624.986
6.00369,2766.96,1226.84,-630.177
6.00924,2766.84,1232.06,-635.428
6.0148,2766.72,1237.34,-640.739
6.02035,2766.6,1242.68,-646.109
6.02591,2766.48,1248.08,-651.538
6.03147,2766.36,1253.54,-657.027
6.03702,2766.24,1259.05,-662.575
6.04258,2766.12,1264.63,-668.182
6.04813,2766,1270.27,-673.849
6.05369,2765.89,1275.97,-679.575
6.05924,2765.77,1281.72,-685.361
6.0648,2770.15,1287.54,-686.7
6.07035,2770.04,1281.72,-680.914
6.07591,2769.92,1275.97,-675.188
6.08147,2769.8,1270.27,-669.521
6.08702,2769.68,1264.63,-663.914
6.09258,2769.56,1259.05,-658.366
6.09813,2769.44,1253.54,-652.877
6.10369,2769.32,1248.08,-647.448
6.10924,2769.2,1242.68,-642.078
6.1148,2769.08,1237.34,-636.767
6.12036,2768.97,1232.06,-631.516
6.12591,2768.85,1226.84,-626.325
6.13147,2768.73,1221.67,-621.192
6.13702,2768.61,1216.57,-616.12
6.14258,2768.49,1211.53,-611.106
6.14813,2768.37,1206.54,-606.152
6.15369,2768.25,1201.62,-601.258
6.15924,2768.13,1196.75,-596.423
6.1648,2768.02,1191.95,-591.647
6.17036,2767.9,1187.2,-586.931
6.17591,2767.78,1182.52,-582.274
6.18147,2767.66,1177.89,-577.676
6.18702,2767.54,1173.32,-573.138
6.19258,2767.42,1168.81,-568.659
6.19813,2767.3,1164.36,-564.24
6.20369,2767.18,1159.97,-559.88
6.20925,2767.06,1155.64,-555.58
6.2148,2766.95,1151.37,-551.339
6.22036,2766.83,1147.16,-547.157
6.22591,2766.71,1143.01,-543.035
6.23147,2766.59,1138.92,-538.972
6.23702,2766.47,1134.89,-534.969
6.24258,2766.35,1130.91,-531.025
6.24813,2766.23,1127,-527.14
6.25369,2766.11,1123.14,-523.315
6.25925,2766,1119.35,-519.549
6.2648,2765.88,1115.61,-515.843
6.27036,2765.76,1111.93,-512.196
6.27591,2765.64,1108.32,-508.608
6.28147,2765.52,1104.76,-505.08
6.28702,2765.4,1101.26,-501.612
6.29258,2765.28,1097.82,-498.202
6.29814,2765.16,1094.44,-494.852
6.30369,2765.04,1091.12,-491.562
6.30925,2764.93,1087.86,-488.331
6.3148,2764.81,1084.66,-485.159
6.32036,2764.69,1081.52,-482.047
6.32591,2764.57,1078.44,-478.994
6.33147,2764.45,1075.41,-476.001
6.33703,2764.33,1072.45,-473.067
6.34258,2764.21,1069.54,-470.192
6.34814,2764.09,1066.7,-467.377
6.35369,2763.98,1063.91,-464.621
6.35925,2763.86,1061.19,-461.925
6.3648,2763.74,1058.52,-459.288
6.37036,2763.62,1055.91,-456.71
6.37592,2763.5,1053.37,-454.192
6.38147,2763.38,1050.88,-451.733
6.38703,2763.26,1048.45,-449.334
6.39258,2764.83,1046.08,-446.994
6.39814,2764.71,1043.77,-444.714
6.40369,2764.59,1041.52,-442.493
6.40925,2764.47,1039.33,-440.331
6.41481,2764.35,1037.19,-438.229
6.42036,2764.23,1035.12,-436.186
6.42592,2764.11,1033.11,-434.203
6.43147,2763.99,1031.16,-432.279
6.43703,2763.87,1029.26,-430.414
6.44258,2763.76,1027.43,-428.609
6.44814,2763.64,1025.65,-426.863
6.45369,2763.52,1023.93,-425.177
6.45925,2764.1,1022.28,-423.55
6.46481,2763.99,1020.68,-421.982
6.47036,2763.87,1019.14,-420.474
6.47592,2763.75,1017.66,-419.025
6.48147,2763.63,1016.24,-417.636
6.48703,2763.51,1014.89,-416.306
6.49259,2763.39,1013.59,-415.035
6.49814,2763.27,1012.34,-413.824
6.5037,2763.15,1011.16,-412.672
6.50925,2763.04,1010.04,-411.58
6.51481,2762.92,1008.98,-410.547
6.52036,2762.8,1007.98,-409.574
6.52592,2762.68,1007.03,-408.66
6.53147,2762.56,1006.15,-407.805
6.53703,2762.44,1005.32,-407.01
6.54259,2762.32,1004.56,-406.274
6.54814,2762.2,1003.85,-405.598
6.5537,2762.09,1003.2,-404.981
6.55925,2761.97,1002.62,-404.423
6.56481,2761.85,1002.09,-403.925
6.57036,2761.73,1001.62,-403.486
6.57592,2761.61,1001.21,-403.107
6.58148,2761.49,1000.86,-402.787
6.58703,2761.37,1000.57,-402.526
6.59259,2761.25,1000.34,-402.325
6.59814,2761.13,1000.17,-402.184
6.6037,2761.02,1000.06,-402.101
6.60925,2760.9,1000,-402.078
6.61481,2760.78,1000.01,-402.115
6.62037,2760.66,1000.08,-402.211
6.62592,2760.54,1000.2,-402.366
6.63148,2760.42,1000.39,-402.581
6.63703,2760.3,1000.63,-402.855
6.64259,2760.18,1000.94,-403.189
6.64815,2760.07,1001.3,-403.582
6.6537,2759.95,1001.72,-404.035
6.65926,2759.83,1002.2,-404.546
6.66481,2759.71,1002.75,-405.118
6.67037,2759.59,1003.35,-405.748
6.67593,2759.47,1004.01,-406.438
6.68148,2759.35,1004.73,-407.188
6.68704,2759.23,1005.51,-407.997
6.69259,2759.11,1006.35,-408.865
6.69815,2759,1007.24,-409.793
6.7037,2758.88,1008.2,-410.78
6.70926,2758.76,1009.22,-411.826
6.71481,2758.64,1010.29,-412.932
6.72037,2758.52,1011.43,-414.098
6.72593,2758.4,1012.62,-415.323
6.73148,2758.28,1013.88,-416.607
6.73704,2758.16,1015.19,-417.95
6.74259,2758.05,1016.57,-419.353
6.74815,2757.93,1018,-420.816
6.7537,2757.81,1019.49,-422.338
6.75926,2757.69,1021.04,-423.919
6.76482,2757.57,1022.65,-425.559
6.77037,2757.45,1024.32,-427.259
6.77593,2757.33,1026.05,-429.019
6.78148,2757.21,1027.84,-430.838
6.78704,2757.09,1029.69,-432.716
6.79259,2756.98,1031.6,-434.654
6.79815,2756.86,1033.57,-436.651
6.80371,2756.74,1035.59,-438.708
6.80926,2756.62,1037.68,-440.823
6.81482,2756.5,1039.83,-442.999
6.82037,2756.38,1042.03,-445.234
6.82593,2756.26,1044.3,-447.528
6.83149,2756.14,1046.62,-449.881
6.83704,2756.03,1049,-452.294
6.8426,2755.91,1051.45,-454.767
6.84815,2755.79,1053.95,-457.299
6.85371,2755.67,1056.51,-459.89
6.85926,2755.55,1059.13,-462.54
6.86482,2755.43,1061.81,-465.251
6.87038,2755.31,1064.55,-468.02
6.87593,2755.19,1067.35,-470.849
6.88149,2755.07,1070.21,-473.737
6.88704,2754.96,1073.13,-476.685
6.8926,2754.84,1076.1,-479.692
6.89815,2754.72,1079.14,-482.758
6.90371,2754.6,1082.24,-485.884
6.90927,2754.48,1085.39,-489.07
6.91482,2754.36,1088.61,-492.315
6.92038,2754.24,1091.88,-495.619
6.92593,2754.12,1095.21,-498.982
6.93149,2754.01,1098.61,-502.405
6.93704,2753.89,1102.06,-505.888
6.9426,2753.77,1105.57,-509.43
6.94816,2753.65,1109.14,-513.031
6.95371,2753.53,1112.78,-516.691
6.95927,2753.41,1116.47,-520.411
6.96482,2753.29,1120.22,-524.191
6.97038,2753.17,1124.02,-528.03
6.97593,2753.05,1127.89,-531.928
6.98149,2752.94,1131.82,-535.886
6.98705,2752.82,1135.81,-539.903
6.9926,2752.7,1139.86,-543.979
6.99816,2752.58,1143.96,-548.115
7.00371,2752.46,1148.13,-552.311
7.00927,2752.34,1152.35,-556.565
7.01482,2752.22,1156.64,-560.879
7.02038,2752.1,1160.98,-565.253
7.02594,2751.99,1165.38,-569.686
7.03149,2751.87,1169.85,-574.179
7.03705,2751.75,1174.37,-578.73
7.0426,2754.05,1178.95,-583.342
7.04816,2753.93,1183.59,-588.012
7.05372,2753.81,1072.46,-582.349
7.05927,2755.11,1069.55,-579.474
7.06483,2754.99,1066.71,-576.658
7.07038,2754.87,1063.92,-573.902
7.07594,2754.75,1061.2,-571.206
7.08149,2754.63,1058.53,-568.569
7.08705,2754.51,1055.92,-565.991
7.09261,2754.39,1053.37,-563.473
7.09816,2754.28,1050.89,-561.014
7.10372,2754.16,1048.46,-558.614
7.10927,2754.04,1046.09,-556.274
7.11483,2753.92,1043.78,-553.993
7.12038,2753.8,1041.53,-551.772
7.12594,2753.68,1039.33,-549.61
7.13149,2753.56,1037.2,-547.508
7.13705,2753.44,1439.32,-557.547
7.14261,2753.32,1446.58,-564.832
7.14816,2753.21,1453.89,-572.176
7.15372,2753.09,1461.27,-579.579
7.15927,2752.97,1468.7,-587.042
7.16483,2752.85,1476.19,-594.564
7.17038,2752.73,1483.74,-602.145
7.17594,2752.61,1491.36,-609.786
7.1815,2752.49,1499.03,-617.487
7.18705,2752.37,1506.76,-625.247
7.19261,2752.26,1514.55,-633.066
7.19816,2752.14,1522.4,-640.944
7.20372,2752.02,1530.3,-648.882
7.20928,2751.9,1538.27,-656.88
7.21483,2751.78,1546.3,-664.937
7.22039,2751.66,1554.38,-673.053
7.22594,2751.54,1562.53,-681.228
7.2315,2754.19,1570.74,-686.7
7.23705,2754.07,1562.53,-678.524
7.24261,2753.95,1554.38,-670.408
7.24816,2753.83,1546.3,-662.351
7.25372,2753.71,1538.27,-654.354
7.25928,2753.59,1530.3,-646.416
7.26483,2753.47,1522.4,-638.537
7.27039,2753.36,1514.55,-630.718
7.27594,2753.24,1506.76,-622.958
7.2815,2753.12,1499.03,-615.258
7.28705,2753,1491.36,-607.617
7.29261,2752.88,1483.74,-600.036
7.29817,2752.76,1476.19,-592.514
7.30372,2752.64,1468.7,-585.051
7.30928,2752.52,1461.27,-577.648
7.31483,2752.4,1453.89,-570.304
7.32039,2752.29,1446.58,-563.019
7.32594,2752.17,1439.33,-555.794
7.3315,2752.05,1432.13,-548.629
7.33706,2751.93,1424.99,-541.523
7.34261,2751.81,1417.92,-534.476
7.34817,2751.69,1410.9,-527.488
7.35372,2751.57,1403.94,-520.56
7.35928,2751.45,1397.04,-513.692
7.36483,2751.34,1001.3,-514.876
7.37039,2751.22,1001.72,-515.328
7.37595,2751.1,1002.2,-515.839
7.3815,2750.98,1002.74,-516.41
7.38706,2750.86,1003.34,-517.041
7.39261,2750.74,1004.01,-517.731
7.39817,2750.62,1004.72,-518.48
7.40372,2750.5,1005.5,-519.289
7.40928,2750.38,1006.34,-520.157
7.41483,2750.27,1007.24,-521.084
7.42039,2750.15,1008.2,-522.071
7.42595,2750.03,1009.21,-523.117
7.4315,2749.91,1010.29,-524.223
7.43706,2749.79,1011.42,-525.388
7.44261,2749.67,1012.62,-526.613
7.44817,2749.55,1013.87,-527.897
7.45372,2749.43,1015.19,-529.24
7.45928,2749.32,1016.56,-530.643
7.46484,2749.2,1017.99,-532.105
7.47039,2749.08,1019.48,-533.627
7.47595,2748.96,1021.04,-535.208
7.4815,2748.84,1022.65,-536.848
7.48706,2748.72,1024.32,-538.548
7.49261,2748.6,1026.05,-540.307
7.49817,2748.48,1027.84,-542.126
7.50372,2748.36,1029.68,-544.004
7.50928,2748.25,1031.59,-545.941
7.51484,2748.13,1033.56,-547.938
7.52039,2748.01,1035.59,-549.994
7.52595,2747.89,1037.67,-552.11
7.5315,2747.77,1039.82,-554.285
7.53706,2747.65,1042.02,-556.52
7.54261,2747.53,1044.29,-558.814
7.54817,2747.41,1046.61,-561.167
7.55373,2747.3,1048.99,-563.58
7.55928,2747.18,1051.44,-566.052
7.56484,2747.06,1053.94,-568.584
7.57039,2746.94,1056.5,-571.175
7.57595,2746.82,1059.12,-573.825
7.5815,2746.7,1061.8,-576.535
7.58706,2746.58,1064.54,-579.304
7.59262,2746.46,1067.34,-582.133
7.59817,2746.35,1070.2,-585.021
7.60373,2746.23,1073.11,-587.968
7.60928,2746.11,1076.09,-590.975
7.61484,2745.99,1079.13,-594.041
7.62039,2745.87,1082.22,-597.167
7.62595,2745.75,1085.38,-600.352
7.63151,2745.63,1088.59,-603.596
7.63706,2745.51,1091.87,-606.9
7.64262,2745.39,1095.2,-610.264
7.64817,2745.28,1098.59,-613.686
7.65373,2745.16,1102.05,-617.169
7.65928,2745.04,1105.56,-620.71
7.66484,2744.92,1109.13,-624.311
7.6704,2744.8,1112.76,-627.972
7.67595,2744.68,1116.45,-631.691
7.68151,2744.56,1120.2,-635.471
7.68706,2744.44,1124.01,-639.309
7.69262,2744.32,1127.88,-643.207
7.69817,2744.21,1131.8,-647.165
7.70373,2744.09,1135.79,-651.182
7.70928,2743.97,1139.84,-655.258
7.71484,2743.85,1143.94,-659.393
7.7204,2743.73,1148.11,-663.589
7.72595,2743.61,1152.33,-667.843
7.73151,2743.49,1156.62,-672.157
7.73706,2743.37,1160.96,-676.53
7.74262,2743.26,1165.37,-680.963
7.74817,2743.14,1169.83,-685.455
7.75373,2746.32,1174.35,-686.7
7.75929,2746.21,1169.83,-682.208
7.76484,2746.09,1165.37,-677.775
7.7704,2745.97,1160.96,-673.402
